"No","","sbL11764Yes","These are males whose sperm's DNA has been cross-linked through irradiation.  The male should contribute no genetic material to these crosses.","Irradiated Male","IRAD","Gasterosteus aculeatus","","Irradiated Male is not currently used in this database.","","","","",""
"No","","sbL11765Yes","","[BEAR PAW LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/WHALE LAKE]","[BP/RS]/[RS/WH]","","","[BEAR PAW LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/WHALE LAKE] is currently used in this database.","","","","",""
"No","","sbL11766Yes","","[BOOT LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/SILTCOOS]","[BT/RS]/[RS/SLT]","","","[BOOT LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/SILTCOOS] is currently used in this database.","","","","",""
"No","","sbL11767Yes","","[BOOT LAKE/RABBIT SLOUGH]/[SILTCOOS/WHALE LAKE]","[BT/RS]/[SLT/WH]","","","[BOOT LAKE/RABBIT SLOUGH]/[SILTCOOS/WHALE LAKE] is currently used in this database.","","","","",""
"No","","sbL11768Yes","","[BOOT LAKE/RABBIT SLOUGH]/RABBIT SLOUGH","[BT/RS]/RS","","","[BOOT LAKE/RABBIT SLOUGH]/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11769Yes","","[BEAR PAW LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/SILTCOOS]","[BP/RS]/[RS/SLT]","","","[BEAR PAW LAKE/RABBIT SLOUGH]/[RABBIT SLOUGH/SILTCOOS] is currently used in this database.","","","","",""
"No","","sbL11770Yes","","[BEAR PAW LAKE/RABBIT SLOUGH]/SILTCOOS","[BP/RS]/SLT","","","[BEAR PAW LAKE/RABBIT SLOUGH]/SILTCOOS is currently used in this database.","","","","",""
"Yes","capture details","sbL11771Yes","","SILTCOOS LAKE","SLT LK","Gasterosteus aculeatus","","SILTCOOS LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11772Yes","","SILTCOOS SLOUGH","SLT SLGH","","","SILTCOOS SLOUGH is currently used in this database.","","","","",""
"No","","sbL11773Yes","","STAGECOACH SLOUGH","STGCH SLGH","Gasterosteus aculeatus","","STAGECOACH SLOUGH is not currently used in this database.","","","","",""
"Yes","capture details","sbL11774Yes","","TERN","TN","","","TERN is currently used in this database.","","","","",""
"No","","sbL11775Yes","","STAGE COACH","STG CCH","Gasterosteus aculeatus","","STAGE COACH is currently used in this database.","","","","",""
"Yes","capture details","sbL11776Yes","This is a pooling of Mudd lake stocks 528,529,530,531","MUD LAKE THREESPINE","MUGA","Gasterosteus aculeatus","","MUD LAKE THREESPINE is currently used in this database.","","","","",""
"No","","sbL11777Yes","","MUD LAKE THREESPINE/RABBIT SLOUGH","MUGA/RS","Gasterosteus aculeatus","","MUD LAKE THREESPINE/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11778Yes","","MUD LAKE PUNGITIUS/RABBIT SLOUGH","MUPP/RS","","","MUD LAKE PUNGITIUS/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11779Yes","","[MUD LAKE PUNGITIUS/RABBIT SLOUGH]/RABBIT SLOUGH","[MUPP/RS]/RS","","","[MUD LAKE PUNGITIUS/RABBIT SLOUGH]/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11780Yes","","BEAR PAW LAKE/[MUD LAKE PUNGITIUS/RABBIT SLOUGH]","BP/[MUPP/RS]","","","BEAR PAW LAKE/[MUD LAKE PUNGITIUS/RABBIT SLOUGH] is currently used in this database.","","","","",""
"No","","sbL11781Yes","","BOOT LAKE/SILTCOOS","BT/SLT","","","BOOT LAKE/SILTCOOS is currently used in this database.","","","","",""
"No","","sbL11782Yes","","BEAR PAW LAKE/MUD LAKE THREESPINE","BP/MUGA","","","BEAR PAW LAKE/MUD LAKE THREESPINE is currently used in this database.","","","","",""
"No","","sbL11783Yes","This collection site corresponds to a pond on teh south side of the highway 126 near mile marker 9","9 MILE SIUSLAW POND","NINMIL","Gasterosteus aculeatus","","9 MILE SIUSLAW POND is currently used in this database.","","","","",""
"No","","sbL11784Yes","This is from Lily Lake Oregon near Florence","LILLY LAKE","LIL LK","","","LILLY LAKE is currently used in this database.","","","","",""
"No","","sbL11785Yes","","KNOWLES CREEK","KNW CR","Gasterosteus aculeatus","","KNOWLES CREEK is currently used in this database.","","","","",""
"No","","sbL11786Yes","","MUD LAKE THREESPINE/[MUD LAKE THREESPINE/RABBIT SLOUGH]","MUGA/[MUGA/RS]","","","MUD LAKE THREESPINE/[MUD LAKE THREESPINE/RABBIT SLOUGH] is currently used in this database.","","","","",""
"No","","sbL11787Yes","","BOOT LAKE/MUD LAKE THREESPINE","BT/MUGA","","","BOOT LAKE/MUD LAKE THREESPINE is currently used in this database.","","","","",""
"No","","sbL11788Yes","","[MUD LAKE THREESPINE/RABBIT SLOUGH]/RABBIT SLOUGH","[MUGA/RS]/RS","","","[MUD LAKE THREESPINE/RABBIT SLOUGH]/RABBIT SLOUGH is currently used in this database.","","","","",""
"Yes","capture details","sbL11789Yes","","BEAVER CREEK MARSH","BEAVCREEMAR","Gasterosteus aculeatus","","BEAVER CREEK MARSH is currently used in this database.","","","","",""
"Yes","capture details","sbL11790Yes","","ECKMAN LAKE","ECKMAN LAKE","Gasterosteus aculeatus","","ECKMAN LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11791Yes","","HINCH BRIDGE UPSTREAM","HINCH BRIDGE U","Gasterosteus aculeatus","","HINCH BRIDGE UPSTREAM is currently used in this database.","","","","",""
"Yes","capture details","sbL11792Yes","","HINCH BRIDGE DOWNSTREAM","HINCH BRIDGE D","Gasterosteus aculeatus","","HINCH BRIDGE DOWNSTREAM is currently used in this database.","","","","",""
"Yes","capture details","sbL11793Yes","","MILLPORT SLOUGH","MILLPORT SLOUGH","Gasterosteus aculeatus","","MILLPORT SLOUGH is currently used in this database.","","","","",""
"Yes","capture details","sbL11794Yes","","ASPEN LAKE SUN RIVER NATURE CENTER","ASPEN LAKE","Gasterosteus aculeatus","","ASPEN LAKE SUN RIVER NATURE CENTER is currently used in this database.","","","","",""
"Yes","capture details","sbL11795Yes","","WHILAMUTE BOAT BASIN WILLAMETTE RIVER","WHILAMUTE BOAT BASIN","Gasterosteus aculeatus","","WHILAMUTE BOAT BASIN WILLAMETTE RIVER is currently used in this database.","","","","",""
"Yes","capture details","sbL11796Yes","","BRADSHAW'S POND FLORENCE SOUTH JETTY","BRADSHAW'S POND","Gasterosteus aculeatus","","BRADSHAW'S POND FLORENCE SOUTH JETTY is currently used in this database.","","","","",""
"Yes","capture details","sbL11797Yes","","FIRST PIER FLORENCE SOUTH JETTY","FIRST PIER","Gasterosteus aculeatus","","FIRST PIER FLORENCE SOUTH JETTY is currently used in this database.","","","","",""
"No","","sbL11798Yes","","TOMMELSON LAKE","TOMMELSON","Gasterosteus aculeatus","","TOMMELSON LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11799Yes","","PONY CREEK  RESERVIOR, COOS BAY OREGON","PCRU","Gasterosteus aculeatus","","PONY CREEK  RESERVIOR, COOS BAY OREGON is currently used in this database.","","","","",""
"Yes","capture details","sbL11800Yes","","EEL CREEK, LAKESIDE OREGON","EEL CREEK OREGON","Gasterosteus aculeatus","","EEL CREEK, LAKESIDE OREGON is currently used in this database.","","","","",""
"Yes","capture details","sbL11801Yes","","TENMILE CREEK, LAKESIDE OREGON","TENMILE CREEK","","","TENMILE CREEK, LAKESIDE OREGON is currently used in this database.","","","","",""
"No","","sbL11802Yes","","EEL CREEK, LAKESIDE OREGON/TENMILE CREEK, LAKESIDE OREGON","EEL CREEK OREGON/TENMILE CREEK","","","EEL CREEK, LAKESIDE OREGON/TENMILE CREEK, LAKESIDE OREGON is currently used in this database.","","","","",""
"No","","sbL11803Yes","","NORTH SLOUGH, OREGON","NORTH SLOUGH","","","NORTH SLOUGH, OREGON is currently used in this database.","","","","",""
"No","","sbL11804Yes","","MILLICOMA RIVER","MILLICOMA RIVER","Gasterosteus aculeatus","","MILLICOMA RIVER is currently used in this database.","","","","",""
"No","","sbL11805Yes","","LARSON CREEK","LARSON CREEK","Gasterosteus aculeatus","","LARSON CREEK is currently used in this database.","","","","",""
"No","","sbL11806Yes","","WINCHESTER CREEK SMOLT TRAP","WIN CR SLT TRP","Gasterosteus aculeatus","","WINCHESTER CREEK SMOLT TRAP is currently used in this database.","","","","",""
"Yes","capture details","sbL11807Yes","","WINCHESTER CREEK SOUTH (ABOVE ABULT TRAP)","WINCH CRK STH","Gasterosteus aculeatus","","WINCHESTER CREEK SOUTH (ABOVE ABULT TRAP) is currently used in this database.","","","","",""
"Yes","capture details","sbL11808Yes","","SOUTH JETTY FLORENCE","SOUTH JETTY FLORENCE","Gasterosteus aculeatus","","SOUTH JETTY FLORENCE is currently used in this database.","","","","",""
"Yes","capture details","sbL11809Yes","","WALLACE LAKE","WALLACE LAKE","Gasterosteus aculeatus","","WALLACE LAKE is currently used in this database.","","","","",""
"No","","sbL11810Yes","","SOUTH TWIN LAKE OREGON","STHTW OR","Gasterosteus aculeatus","","SOUTH TWIN LAKE OREGON is currently used in this database.","","","","",""
"Yes","capture details","sbL11811Yes","","TAHKENITCH CREEK","TC","","","TAHKENITCH CREEK is currently used in this database.","","","","",""
"Yes","capture details","sbL11812Yes","","[SMITH/UMPQUA RIVER]","[SM/UM RV]","","","[SMITH/UMPQUA RIVER] is currently used in this database.","","","","",""
"Yes","capture details","sbL11813Yes","","PONY CREEK RESERVOIR LOWER","PCRL","","","PONY CREEK RESERVOIR LOWER is currently used in this database.","","","","",""
"Yes","capture details","sbL11814Yes","","SILTCOOS RIVER","SILT RV","","","SILTCOOS RIVER is currently used in this database.","","","","",""
"Yes","capture details","sbL11815Yes","","MINER'S CREEK","MC","","","MINER'S CREEK is currently used in this database.","","","","",""
"Yes","capture details","sbL11816Yes","","DEAN CREEK","DEAN CRK","","","DEAN CREEK is currently used in this database.","","","","",""
"Yes","capture details","sbL11817Yes","","CHARLESTON BAY","CHARL BY","","","CHARLESTON BAY is currently used in this database.","","","","",""
"Yes","capture details","sbL11818Yes","","CUSHMAN SLOUGH","CUSH SLGH","","","CUSHMAN SLOUGH is currently used in this database.","","","","",""
"No","","sbL11819Yes","","EEL CREEK, LAKESIDE OREGON/RABBIT SLOUGH","EEL CREEK OREGON/RS","","","EEL CREEK, LAKESIDE OREGON/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11820Yes","","BEAR PAW LAKE/PONY CREEK  RESERVIOR, COOS BAY OREGON","BP/PCRU","","","BEAR PAW LAKE/PONY CREEK  RESERVIOR, COOS BAY OREGON is currently used in this database.","","","","",""
"No","","sbL11821Yes","","PCS2 + GFP","PC GFP","","","PCS2 + GFP is currently used in this database.","","","","",""
"No","","sbL11822Yes","","PONY CREEK  RESERVIOR, COOS BAY OREGON/RABBIT SLOUGH","PCRU/RS","","","PONY CREEK  RESERVIOR, COOS BAY OREGON/RABBIT SLOUGH is currently used in this database.","","","","",""
"No","","sbL11823Yes","","BOOT LAKE/EEL CREEK, LAKESIDE OREGON","BT/EEL CREEK OREGON","","","BOOT LAKE/EEL CREEK, LAKESIDE OREGON is currently used in this database.","","","","",""
"No","","sbL11824Yes","","BOOT LAKE/PONY CREEK  RESERVIOR, COOS BAY OREGON","BT/PCRU","","","BOOT LAKE/PONY CREEK  RESERVIOR, COOS BAY OREGON is currently used in this database.","","","","",""
"Yes","capture details","sbL11825Yes","Crooked River at Prineville","CROOKED RIVER","CRKD RVR","Gasterosteus aculeatus","","CROOKED RIVER is currently used in this database.","","","","",""
"Yes","capture details","sbL11826Yes","Deschutes River at Sunriver Marina","DESCHUTES RIVER","DSCHTS RVR","Gasterosteus aculeatus","","DESCHUTES RIVER is currently used in this database.","","","","",""
"Yes","capture details","sbL11827Yes","","CRANE PRAIRIE RESERVOIR","CRANE PRAIRIE","","","CRANE PRAIRIE RESERVOIR is currently used in this database.","","","","",""
"Yes","capture details","sbL11828Yes","","WICKIUP RESERVOIR","WICKIUP RSVR","","","WICKIUP RESERVOIR is currently used in this database.","","","","",""
"Yes","capture details","sbL11829Yes","","PAULINA LAKE","PAULINA LK","","","PAULINA LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11830Yes","","HIGH RIDGE LAKE","HIGH RIDGE LK","Gasterosteus aculeatus","","HIGH RIDGE LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11831Yes","Purchased from Gulf Coast Specimens 2/6/08","PIPEFISH ","PIPEFISH ","Syngnathus scovelli","","PIPEFISH  is currently used in this database.","","","","",""
"Yes","capture details","sbL11832Yes","collected on 1/30/09 by Taylor and James","RIVERBEND","RVRBND","Gasterosteus aculeatus","","RIVERBEND is currently used in this database.","","","","",""
"Yes","capture details","sbL11833Yes","","LAZY LAKE","LAZY LAKE","Gasterosteus aculeatus","","LAZY LAKE is currently used in this database.","","","","",""
"No","","sbL11834Yes","","EEL CREEK, LAKESIDE OREGON/[EEL CREEK, LAKESIDE OREGON/TENMILE CREEK, LAKESIDE OREGON]","EEL CREEK OREGON/[EEL CREEK OREGON/TENMILE CREEK]","","","EEL CREEK, LAKESIDE OREGON/[EEL CREEK, LAKESIDE OREGON/TENMILE CREEK, LAKESIDE OREGON] is currently used in this database.","","","","",""
"Yes","capture details","sbL11835Yes","","LONG LAKE","LONG LAKE","Gasterosteus aculeatus","","LONG LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11836Yes","","BENKA LAKE - REGION 5","BENKA LAKE REGION 5","Gasterosteus aculeatus","","BENKA LAKE - REGION 5 is currently used in this database.","","","","",""
"No","","sbL11837Yes","","SALMON CREEK SLOUGH, KENAI, AK","SALMON CREEK SLOUGH","Gasterosteus aculeatus","","SALMON CREEK SLOUGH, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11838Yes","","HIDDEN LAKE, KENAI, AK","HIDDEN LAKE","Gasterosteus aculeatus","","HIDDEN LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11839Yes","","GEORGINA LAKE","GEORGINA LAKE","Gasterosteus aculeatus","","GEORGINA LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11840Yes","","ARROW LAKE","ARROW LAKE","Gasterosteus aculeatus","","ARROW LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11841Yes","","BENKA LAKE - REGION 3","BENKA LAKE REGION 3","Gasterosteus aculeatus","","BENKA LAKE - REGION 3 is currently used in this database.","","","","",""
"No","","sbL11842Yes","","LITTLE BEAVER LAKE, MAT-SU, AK","LITTLE BEAVER LAKE","Gasterosteus aculeatus","","LITTLE BEAVER LAKE, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11843Yes","","STORMY LAKE, KENAI, AK","STORMY LAKE","Gasterosteus aculeatus","","STORMY LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11844Yes","","SUNRIVER, OR","SUNRIVER","Gasterosteus aculeatus","","SUNRIVER, OR is currently used in this database.","","","","",""
"Yes","capture details","sbL11845Yes","","BENKA LAKE - REGION 6","BENKA LAKE REGION 6","Gasterosteus aculeatus","","BENKA LAKE - REGION 6 is currently used in this database.","","","","",""
"Yes","capture details","sbL11846Yes","","MEADOW CREEK, MAT-SU, AK","MEADOW CREEK","Gasterosteus aculeatus","","MEADOW CREEK, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11847Yes","","Y LAKE, MAT-SU, AK","Y LAKE","Gasterosteus aculeatus","","Y LAKE, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11848Yes","","NESUATN HEGRENES, ICELAND","NESUATN HEGRENES","Gasterosteus aculeatus","","NESUATN HEGRENES, ICELAND is currently used in this database.","","","","",""
"Yes","capture details","sbL11849Yes","","CORCORAN LAKE, MAT-SU, AK","CORCORAN LAKE","Gasterosteus aculeatus","","CORCORAN LAKE, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11850Yes","","UPPER COHOE LAKE, KENAI, AK","UPPER COHOE LAKE","Gasterosteus aculeatus","","UPPER COHOE LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11851Yes","","ROCKY LAKE","ROCKY LAKE","Gasterosteus aculeatus","","ROCKY LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11852Yes","","WILLOW LAKE, MAT-SU, AK","WILLOW LAKE","Gasterosteus aculeatus","","WILLOW LAKE, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11853Yes","","K-LAKE","K-LAKE","Gasterosteus aculeatus","","K-LAKE is currently used in this database.","","","","",""
"No","","sbL11854Yes","","KIDNEY LAKE, KENAI, AK","KIDNEY LAKE","Gasterosteus aculeatus","","KIDNEY LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11855Yes","","DANIELS LAKE","DANIELS LAKE","Gasterosteus aculeatus","","DANIELS LAKE is currently used in this database.","","","","",""
"Yes","capture details","sbL11856Yes","","BENKA LAKE - REGION 1","BENKA LAKE REGION 1","Gasterosteus aculeatus","","BENKA LAKE - REGION 1 is currently used in this database.","","","","",""
"Yes","capture details","sbL11857Yes","","BENKA LAKE - REGION 4","BENKA LAKE REGION 4","Gasterosteus aculeatus","","BENKA LAKE - REGION 4 is currently used in this database.","","","","",""
"Yes","capture details","sbL11858Yes","","MUD LAKE","MUDLAKE","Gasterosteus aculeatus","","MUD LAKE is currently used in this database.","","","","",""
"No","","sbL11859Yes","","BIBLE CAMP LAKE, KENAI, AK","BIBLE CAMP LAKE","Gasterosteus aculeatus","","BIBLE CAMP LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11860Yes","","KALM BACH LAKE, MAT-SU, AK","KALM BACH LAKE","Gasterosteus aculeatus","","KALM BACH LAKE, MAT-SU, AK is currently used in this database.","","","","",""
"No","","sbL11861Yes","","ARNESS LAKE, KENAI, AK","ARNESS LAKE","Gasterosteus aculeatus","","ARNESS LAKE, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11862Yes","","WEST BOTTLENECK, KENAI, AK","WEST BOTTLENECK","Gasterosteus aculeatus","","WEST BOTTLENECK, KENAI, AK is currently used in this database.","","","","",""
"No","","sbL11863Yes","","ORPHEA LAKE","ORPHEA LAKE","Gasterosteus aculeatus","","ORPHEA LAKE is currently used in this database.","","","","",""
"No","","sbL11864Yes","","MORVRO LAKE","MORVRO LAKE","Gasterosteus aculeatus","","MORVRO LAKE is currently used in this database.","","","","",""
